OBJECTID_1,OBJECTID,DIGEST,SITUS,TAXPIN,PARID,ATRPIN,TAX_DISTR,OWNER,OWPART2,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS5,LUC,NBHD,PROP_CLASS,CLASS,TOT_APPR,TOT_ASSESS,IMPR_APPR,LAND_APPR,FUL_EX_COD,VAL_ACRES,STRUCT_FLR,STRUCT_YR,TIEBACK,TAXYEAR,STATUS_COD,LIV_UNITS,PCODE,UNIT_NUM,EXTVER,PIN,OLD_ID,STR_NUMBER,ATLPIN,GIS_LAND_P,TaxPin_joi,address_no,taxpin4,APN,PARID_1,LandUse_Description,NPU,Neighborhood_Name,PARID_no_s,SCI_Landuse,Photographs,Lot_Condition,Structure_Condition,Sidewalks,Multiple_Violations
67665,68730,2010,2261 CASCADE RD SW,14 01830005054,14 018300050542,14 -0183-0005-054-2,5,M M K INC, ,115 ARBORGATE,PEACHTREE CITY GA 30269, , ,348,C603,C3,C,593600,237440,86440,151000, ,0.64,0,1985, ,2010,6,0, ,54,20101028,14 01830005054,1.40E+12,2261 CASCADE RD SW, ,0, 14 01830005054,0,5054, ,14 018300050542,CONVENIENCE FOOD MARKET 348,S,Cascade Avenue/Road,1.40E+12,C,photos\91\92116\img_rpt-shandrarjones_at_gmail_dot_com-2012-1-30-10-10-29_1.jpg,Good,Good,Yes,N
69941,69141,2010,2111 CAMPBELLTON RD SW,14 0185  LL048,14 0185  LL0488,14 -0185-  LL-048-8,05Q,CAMPBELLTON AMOCO INC, ,5895 HERITAGE LN,STONE MOUNTAIN GA 30087, , ,348,C602,C3,C,370200,148080,79200,68880, ,0,0,1983, ,2010,6,0, ,48,20101028,14 0185  LL048,140185LL048,2111 CAMPBELLTON RD SW, ,0, 14 0185  LL048,0,L048, ,14 0185  LL0488,CONVENIENCE FOOD MARKET 348,R,Adams Park,140185LL048,C,photos\124\178768\img_rpt-allensr_at_tapinspect_dot_com-2012-5-23-10-23-36_1.jpg,Fair,Good,Yes,N
70381,70929,2010,101 HIGHTOWER RD NW,14 0206  LL015,14 0206  LL0152,14 -0206-  LL-015-2,5,EXCELL INTOWN PROP LLC, ,P O BOX 1565,TAX SECTION,LAWRENCEVILLE GA 30046, ,348,C601,C3,C,623900,249560,53600,195960, ,0,0,1985, ,2010,6,0, ,15,20101028,14 0206  LL015,140206LL015,101 HIGHTOWER RD NW, ,0, 14 0206  LL015,0,L015, ,14 0206  LL0152,CONVENIENCE FOOD MARKET 348,I,Westhaven,140206LL015,C,photos\126\156505\img_rpt-javious_at_tapinspect_dot_com-2012-4-17-13-45-26_1.jpg,Not Visible,No Structure,No,Not Visible
70600,70790,2010,2716 M L KING JR DR SW,14 02050001067,14 020500010672,14 -0205-0001-067-2,5,LYNCH BENJAMIN, ,2716 M L KING JR DR SW,ATLANTA GA 30311, , ,333,C601,C3,C,564000,225600,60360,165240, ,0.69,0,1970, ,2010,6,0, ,67,20101028,14 02050001067,1.40E+12,2716 M L KING JR DR SW, ,0, 14 02050001067,0,1067, ,14 020500010672,SERVICE STATION WITH BAYS 333,I,Harland Terrace,1.40E+12,C,photos\86\85876\img_rpt-taylortabatha_at_bellsouth_dot_net-2012-1-26-13-0-14_1.jpg,Good,Good,Yes,N
70607,70787,2010,2595 M L KING JR DR NW,14 02050001057,14 020500010573,14 -0205-0001-057-3,05S,RAO SAVINDER K &, ,35 LEXINGTON AVE,BETHPAGE NY 11714 3107, , ,348,C601,C3,C,754300,301720,70400,231320, ,0.96,0,1981, ,2010,6,0, ,57,20101028,14 02050001057,1.40E+12,2595 M L KING JR DR NW, ,0, 14 02050001057,0,1057, ,14 020500010573,CONVENIENCE FOOD MARKET 348,I,Harland Terrace,1.40E+12,C,0, , , , 
70754,70836,2010,2324 M L KING JR DR SW,14 02050003049,14 020500030498,14 -0205-0003-049-8,5,VATACS GROUP INC, ,2288 FOXHOUND PKWY,MARIETTA GA 30062, , ,333,C601,C3,C,405600,162240,28280,133960, ,0,0,1963, ,2010,6,0, ,49,20101028,14 02050003049,1.40E+12,2324 M L KING JR DR SW, ,0, 14 02050003049,0,3049, ,14 020500030498,SERVICE STATION WITH BAYS 333,I,Florida Heights,1.40E+12,C,photos\86\85868\img_rpt-taylortabatha_at_bellsouth_dot_net-2012-1-26-12-30-12_1.jpg,Good,Good,Yes,N
70850,70862,2010,2456 M L KING JR DR SW,14 02050003090,14 020500030902,14 -0205-0003-090-2,5,INDORE C STORES INC, ,1000 MAIN ST STE D,STONE MOUNTAIN GA 30083, , ,348,C601,C3,C,784600,313840,116840,197000, ,0.66,0,1991, ,2010,6,0, ,90,20101028,14 02050003090,1.40E+12,2456 M L KING JR DR SW, ,0, 14 02050003090,0,3090, ,14 020500030902,CONVENIENCE FOOD MARKET 348,I,Harland Terrace,1.40E+12,C,0, , , , 
72366,72723,2010,2784 DONALD LEE HOLLOWELL PKWY NW,14 02090006086,14 020900060863,14 -0209-0006-086-3,05S,DONALD LEE HOLLOWELL CENTER LLC, ,PO BOX 1565,LAWRENCEVILLE GA 30046, , ,348,C410,C3,C,420000,168000,18560,149440, ,0,0,1986, ,2010,6,0, ,86,20101028,14 02090006086,1.40E+12,2784 DONALD LEE HOLLOWELL PKWY NW, ,0, 14 02090006086,0,6086, ,14 020900060863,CONVENIENCE FOOD MARKET 348,I,Collier Heights,1.40E+12,C,photos\153\199236\img_rpt-user20_at_apdsolutions_dot_com-2012-8-9-9-54-18_1.jpg,Good,Good,Yes,N
72621,72386,2010,820 JAMES JACKSON PKWY NW,14 02080015028,14 020800150285,14 -0208-0015-028-5,05S,HERSCHS SUPER MARKET INC, ,820 JACKSON PKY NW,ATLANTA GA 30318, , ,347,C410,C3,C,970300,388120,204960,183160, ,0,0,1987, ,2010,6,0, ,28,20101028,14 02080015028,1.40E+12,820 JAMES JACKSON PKWY NW, ,0, 14 02080015028,0,5028, ,14 020800150285,SUPERMARKET 347,G,Brookview Heights,1.40E+12,C,photos\111\54889\img_rpt-donnellspivey_at_rocketmail_dot_com-2012-1-11-17-22-55_1.jpg,Fair,Good,Yes,N
72681,72406,2010,2795 DONALD LEE HOLLOWELL PKWY NW,14 02090001050,14 020900010504,14 -0209-0001-050-4,05S,DOUBLE A K LLC, ,3223 ARBOR RIDGE DR,ATLANTA GA 30340, , ,348,C410,C3,C,570900,228360,79240,149120, ,0,0,1987, ,2010,6,0, ,50,20101028,14 02090001050,1.40E+12,2795 DONALD LEE HOLLOWELL PKWY NW, ,0, 14 02090001050,0,1050, ,14 020900010504,CONVENIENCE FOOD MARKET 348,G,Brookview Heights,1.40E+12,C,photos\111\54940\img_rpt-donnellspivey_at_rocketmail_dot_com-2012-1-11-16-53-21_1.jpg,Fair,Poor,Yes,N
73169,71894,2010,2656 DONALD LEE HOLLOWELL PKWY NW,14 0208  LL014,14 0208  LL0143,14 -0208-  LL-014-3,05S,SK INTERNATIONAL INC, ,2656 BANKHEAD HWY NW,ATLANTA GA 30318, , ,348,C410,C3,C,545200,218080,70160,147920, ,0,0,1955, ,2010,6,0, ,14,20101028,14 0208  LL014,140208LL014,2656 DONALD LEE HOLLOWELL PKWY NW, ,0, 14 0208  LL014,0,L014, ,14 0208  LL0143,CONVENIENCE FOOD MARKET 348,I,Collier Heights,140208LL014,C,photos\153\199412\img_rpt-user20_at_apdsolutions_dot_com-2012-8-9-9-58-46_1.jpg,Good,Good,Yes,N
73274,71921,2010,2621 DONALD LEE HOLLOWELL PKWY NW,14 02080001064,14 020800010646,14 -0208-0001-064-6,05S,BOOTWALA ANIS, ,3008 VINE CIR,DECATUR GA 30033, , ,326,C410,C3,C,165000,66000,37720,28280, ,0.56,0,1985, ,2010,6,0, ,64,20101028,14 02080001064,1.40E+12,2621 DONALD LEE HOLLOWELL PKWY NW, ,0, 14 02080001064,0,1064, ,14 020800010646,CONVENIENCE / FAST FOOD MARKET 326*,J,Center Hill,1.40E+12,C,photos\153\199238\img_rpt-user20_at_apdsolutions_dot_com-2012-8-9-10-0-58_1.jpg,Good,Good,Yes,N
73987,74727,2010,2989 CAMPBELLTON RD SW,14 02190002023,14 021900020238,14 -0219-0002-023-8,05Q,TUCKER INVESTMENT CORPORATION, ,2989 CAMPBELLTON RD SW,ATLANTA GA 30311, , ,348,C915,C3,C,478200,191280,66120,125160, ,0.39,0,1955, ,2010,6,0, ,23,20101028,14 02190002023,1.40E+12,2989 CAMPBELLTON RD SW, ,0, 14 02190002023,0,2023, ,14 021900020238,CONVENIENCE FOOD MARKET 348,R,Southwest,1.40E+12,C,photos\124\178761\img_rpt-allensr_at_tapinspect_dot_com-2012-5-23-9-28-41_1.jpg,Good,Good,Yes,N
74089,74752,2010,2900 CAMPBELLTON RD SW,14 02190002072,14 021900020725,14 -0219-0002-072-5,05Q,HIRAM PROPERTIES INC, ,4368 SLEEPY HOLLOW CV,LILBURN GA 30047, , ,348,C915,C3,C,413550,165420,54520,110900, ,0.44,0,1969, ,2010,6,0, ,72,20101028,14 02190002072,1.40E+12,2900 CAMPBELLTON RD SW, ,0, 14 02190002072,0,2072, ,14 021900020725,CONVENIENCE FOOD MARKET 348,R,Southwest,1.40E+12,C,photos\124\179879\img_rpt-allensr_at_tapinspect_dot_com-2012-5-24-10-18-41_1.jpg,Fair,Fair,Yes,N
74132,74747,2010,2695 CAMPBELLTON RD SW,14 02190002067,14 021900020675,14 -0219-0002-067-5,05Q,STRONG ENTERPRISES INC, ,2046 STANTON RD,EAST POINT GA 30344, , ,348,C915,C3,C,520800,208320,3840,204480, ,0.91,0,1968, ,2010,6,0, ,67,20101028,14 02190002067,1.40E+12,2695 CAMPBELLTON RD SW, ,0, 14 02190002067,0,2067, ,14 021900020675,CONVENIENCE FOOD MARKET 348,R,Southwest,1.40E+12,C,photos\124\179872\img_rpt-allensr_at_tapinspect_dot_com-2012-5-24-10-1-38_1.jpg,Poor,No Structure,Yes,N
75908,75442,2010,GREENBRIAR PKWY SW,14 0229  LL058,14 0229  LL0585,14 -0229-  LL-058-5,05Q,AYAS ENTERPRISES INC, ,3040 HEADLAND DR,ATLANTA GA 30311, , ,348,C915,C3,C,704900,281960,116720,165240, ,0.69,0,1989, ,2010,6,0, ,58,20101028,14 0229  LL058,140229LL058,GREENBRIAR PKWY SW, ,0, 14 0229  LL058,0,L058, ,14 0229  LL0585,CONVENIENCE FOOD MARKET 348,R,Greenbriar,140229LL058,C,0,Poor,Deteriorated,Yes,Y
75955,75443,2010,3030 FOUNTAINBLEAU SW,14 0229  LL059,14 0229  LL0593,14 -0229-  LL-059-3,05Q,KROGER CO THE, ,2175 PARKLAKE DR NE,ATLANTA GA 30345, , ,347,C915,C4,C,8081300,3232520,2063240,1169280, ,9.04,0,2002, ,2010,6,0, ,59,20101028,14 0229  LL059,140229LL059,3030 FOUNTAINBLEAU SW, ,0, 14 0229  LL059,0,L059, ,14 0229  LL0593,SUPERMARKET 347,R,Greenbriar,140229LL059,C,0,Poor,Deteriorated,Yes,Y
75956,75447,2010,GREENBRIAR PKWY SW,14 0229  LL066,14 0229  LL0668,14 -0229-  LL-066-8,05Q,GREENBRIAR MALL TWO THOUSAND, ,2481 GREENBRIAR PKWY SW,CO SUPER DISC MARKET,ATLANTA GA 30331, ,347,C915,C4,C,5204400,2081760,1105440,976320, ,0,0,1993, ,2010,6,0, ,66,20101028,14 0229  LL066,140229LL066,GREENBRIAR PKWY SW, ,0, 14 0229  LL066,0,L066, ,14 0229  LL0668,SUPERMARKET 347,R,Greenbriar,140229LL066,C,0,Poor,Deteriorated,Yes,Y
76170,75506,2010,3113 CAMPBELLTON RD SW,14 0230  LL060,14 0230  LL0608,14 -0230-  LL-060-8,05Q,RIZ MAR VENTURES INC, ,3113 CAMPBELLTON RD SW,RM 1721B,ATLANTA GA 30311, ,348,C915,C3,C,478400,191360,56200,135160, ,0.5,0,1982, ,2010,6,0, ,60,20101028,14 0230  LL060,140230LL060,3113 CAMPBELLTON RD SW, ,0, 14 0230  LL060,0,L060, ,14 0230  LL0608,CONVENIENCE FOOD MARKET 348,R,Southwest,140230LL060,C,photos\124\178777\img_rpt-allensr_at_tapinspect_dot_com-2012-5-23-8-32-4_1.jpg,Poor,Fair,Yes,N
76268,75517,2010,3130 CAMPBELLTON RD SW 1,14 0230  LL093,14 0230  LL0939,14 -0230-  LL-093-9,05Q,CROTHERS HEATHER, ,5401 ST.GEORGE TRC,HIRAM GA 30141, , ,323,C915,C3,C,359500,143800,13800,130000, ,0.44,0,1975, ,2010,6,0, ,93,20101028,14 0230  LL093,140230LL093,3130 CAMPBELLTON RD SW 1, ,0, 14 0230  LL093,0,L093, ,14 0230  LL0939,FOOD STANDS 323,R,Southwest,140230LL093,C,photos\83\139686\img_rpt-willc0427_at_gmail_dot_com-2012-3-22-22-38-54_1.jpg,Poor,Poor,Yes,N
76675,77217,2010,3102 M L KING JR DR SW,14 02370002021,14 023700020210,14 -0237-0002-021-0,5,HEAD DISTRIBUTING CO, ,3102 M L KING JR DR SW,ATLANTA GA 30311, , ,348,C601,C3,C,204000,81600,31400,50200, ,0.21,0,1970, ,2010,6,0, ,21,20101028,14 02370002021,1.40E+12,3102 M L KING JR DR SW, ,0, 14 02370002021,0,2021, ,14 023700020210,CONVENIENCE FOOD MARKET 348,I,I1,1.40E+12,C,photos\86\85959\img_rpt-taylortabatha_at_bellsouth_dot_net-2012-1-26-13-12-14_1.jpg,Good,Good,Yes,N
76872,77270,2010,3235 M L KING JR DR NW,14 02370005020,14 023700050209,14 -0237-0005-020-9,05S,BULBUL ENTERPRISE INC, ,3235 MLK.JR DR,ATLANTA GA 30311, , ,348,C503,C3,C,619400,247760,84840,162920, ,0.65,0,1994, ,2010,6,0, ,20,20101028,14 02370005020,1.40E+12,3235 M L KING JR DR NW, ,0, 14 02370005020,0,5020, ,14 023700050209,CONVENIENCE FOOD MARKET 348,I,I1,1.40E+12,C,photos\91\84712\img_rpt-shandrarjones_at_gmail_dot_com-2012-1-26-13-18-28_1.jpg,Good,Good,Yes,N
76876,77274,2010,3255 M L KING JR DR NW,14 02370005029,14 023700050290,14 -0237-0005-029-0,05S,THIRY TWO FIFTY FIVE  MLK CENTER LLC, ,2875 UNIVERSITY PKWY,LAWRENCEVILLE GA 30043, , ,348,C503,C3,C,835400,334160,58640,275520, ,0,0,1989, ,2010,6,0, ,29,20101028,14 02370005029,1.40E+12,3255 M L KING JR DR NW, ,0, 14 02370005029,0,5029, ,14 023700050290,CONVENIENCE FOOD MARKET 348,I,I1,1.40E+12,C,0, , , , 
76881,77278,2010,HARWELL RD NW,14 02370005034,14 023700050340,14 -0237-0005-034-0,05S,ANGELS FOOD & GAS INC, ,3221 M L KING JR DR,ATLANTA GA 30311, , ,348,C601,C3,C,425610,170240,67720,102520, ,0.63,0,1980, ,2010,6,0, ,34,20101028,14 02370005034,1.40E+12,HARWELL RD NW, ,0, 14 02370005034,0,5034, ,14 023700050340,CONVENIENCE FOOD MARKET 348,I,I1,1.40E+12,C,0, , , , 
77320,77209,2010,3202 M L KING JR DR SW,14 02370001030,14 023700010302,14 -0237-0001-030-2,05S,AZAO LLC, ,3202 MARTIN LUTHER KING JR DR,ATLANTA GA 30311, , ,348,C503,C3,C,205000,82000,24880,57120, ,0,0,1969, ,2010,6,0, ,30,20101028,14 02370001030,1.40E+12,3202 M L KING JR DR SW, ,0, 14 02370001030,0,1030, ,14 023700010302,CONVENIENCE FOOD MARKET 348,I,I1,1.40E+12,C,photos\86\85967\img_rpt-taylortabatha_at_bellsouth_dot_net-2012-1-26-13-16-53_1.jpg,Good,Good,Yes,N
78256,79058,2010,3601 M L KING JR DR SW,14 02430009001,14 024300090017,14 -0243-0009-001-7,05S,M M K INC, ,115 ARBORGATE,PEACHTREE CITY GA 30269, , ,348,C503,C3,C,448000,179200,67160,112040, ,0,0,1987, ,2010,6,0, ,1,20101028,14 02430009001,1.40E+12,3601 M L KING JR DR SW, ,0, 14 02430009001,0,9001, ,14 024300090017,CONVENIENCE FOOD MARKET 348,H,Adamsville,1.40E+12,C,photos\91\84702\img_rpt-shandrarjones_at_gmail_dot_com-2012-1-26-13-35-0_1.jpg,Good,Good,Yes,N
78492,78912,2010,3550 M L KING JR DR SW,14 02430003068,14 024300030682,14 -0243-0003-068-2,05S,PARK MI NAM, ,3550 MARTIN L KING JR DR,ATLANTA GA 30331, , ,348,C503,C3,C,418000,167200,8240,158960, ,0.61,0,1969, ,2010,6,0, ,68,20101028,14 02430003068,1.40E+12,3550 M L KING JR DR SW, ,0, 14 02430003068,0,3068, ,14 024300030682,CONVENIENCE FOOD MARKET 348,H,Adamsville,1.40E+12,C,photos\86\85930\img_rpt-taylortabatha_at_bellsouth_dot_net-2012-1-26-13-32-14_1.jpg,Good,Good,Yes,N
78569,79317,2010,3330 M L KING JR DR SW,14 02440008077,14 024400080777,14 -0244-0008-077-7,5,MLK & TWO EIGHTY FIVE CENTER LLC, ,3330 MARTIN LUTHER KING DR,ATLANTA GA 30303, , ,326,C503,C3,C,882200,352880,15320,337560, ,0,0,0, ,2010,6,0, ,77,20101028,14 02440008077,1.40E+12,3330 M L KING JR DR SW, ,0, 14 02440008077,0,8077, ,14 024400080777,CONVENIENCE / FAST FOOD MARKET 326*,H,Adamsville,1.40E+12,C,photos\86\85889\img_rpt-taylortabatha_at_bellsouth_dot_net-2012-1-26-13-23-31_1.jpg,Good,Good,Yes,N
79877,80843,2010,3580 CAMPBELLTON RD SW,14 0252  LL051,14 0252  LL0510,14 -0252-  LL-051-0,05Q,RACETRAC PETROLEUM INC, ,3225 CUMBERLAND BLVD SE STE 100,ATLANTA GA 30339 6408, , ,348,C504,C3,C,1166200,466480,219280,247200, ,1.03,0,2004, ,2010,6,0, ,51,20101028,14 0252  LL051,140252LL051,3580 CAMPBELLTON RD SW, ,0, 14 0252  LL051,0,L051, ,14 0252  LL0510,CONVENIENCE FOOD MARKET 348,P,P2,140252LL051,C,photos\83\139709\img_rpt-willc0427_at_gmail_dot_com-2012-3-22-22-26-22_1.jpg,Fair,Good,Yes,N
79878,80844,2010,3550 CAMPBELLTON RD SW,14 0252  LL056,14 0252  LL0569,14 -0252-  LL-056-9,05Q,AMERICAN OIL CO, ,P.O. BOX 1548,WARRENVILLE IL 60555, , ,348,C504,C3,C,686500,274600,80240,194360, ,1.35,0,1987, ,2010,6,0, ,56,20101028,14 0252  LL056,140252LL056,3550 CAMPBELLTON RD SW, ,0, 14 0252  LL056,0,L056, ,14 0252  LL0569,CONVENIENCE FOOD MARKET 348,P,P2,140252LL056,C,photos\83\139670\img_rpt-willc0427_at_gmail_dot_com-2012-3-22-22-35-13_1.jpg,Fair,Fair,Yes,N
81247,82531,2010,3750 CAMPBELLTON RD SW,14F0006  LL153,14F0006  LL1537,14F-0006-  LL-153-7,05Q,HEWATT FAMILY LIMITED PARTNERSHIP, ,P O BOX 1565,LAWRENCEVILLE GA 30046, , ,348,C504,C3,C,214720,85890,31370,54520, ,0,0,1970, ,2010,6,0, ,153,20101028,14F0006  LL153,14F0006LL153,3750 CAMPBELLTON RD SW, ,0, 14F0006  LL153,0,L153, ,14F0006  LL1537,CONVENIENCE FOOD MARKET 348,P,P2,14F0006LL153,C,photos\83\139703\img_rpt-willc0427_at_gmail_dot_com-2012-3-22-22-33-39_1.jpg,Poor,Fair,Yes,N
81287,82532,2010,3640 CAMPBELLTON RD SW,14F0006  LL159,14F0006  LL1594,14F-0006-  LL-159-4,05Q,PETROLEUM REALTY II L L C, ,80 SENOIA CT,SENOIA GA 30276, , ,348,C504,C3,C,302100,120840,60880,59960, ,0,0,1970, ,2010,6,0, ,159,20101028,14F0006  LL159,14F0006LL159,3640 CAMPBELLTON RD SW, ,0, 14F0006  LL159,0,L159, ,14F0006  LL1594,CONVENIENCE FOOD MARKET 348,P,P2,14F0006LL159,C,photos\83\139690\img_rpt-willc0427_at_gmail_dot_com-2012-3-22-22-29-45_1.jpg,Fair,Good,Yes,N
81346,82551,2010,3749 CAMPBELLTON RD SW,14F00060001036,14F000600010362,14F-0006-0001-036-2,05Q,PRESTIGE EQUITY & MANAGEMENT LLC, ,3749 CAMPBELLTON RD,ATLANTA GA 30331, , ,348,C504,C3,C,680600,272240,91800,180440, ,0,0,1987, ,2010,6,0, ,36,20101028,14F00060001036,14F00060001036,3749 CAMPBELLTON RD SW, ,0, 14F00060001036,0,1036, ,14F000600010362,CONVENIENCE FOOD MARKET 348,P,Ben Hill Acres,14F00060001036,C,photos\124\178863\img_rpt-allensr_at_tapinspect_dot_com-2012-5-22-8-31-42_1.jpg,Fair,Fair,Yes,N
81956,82516,2010,2500 FAIRBURN RD SW,14F00050003087,14F000500030874,14F-0005-0003-087-4,5,KIM IN BO, ,2500 FAIRBURN RD SW,ATLANTA GA 30331, , ,333,C504,C3,C,162000,64800,7960,56840, ,0,0,1959, ,2010,6,0, ,87,20101028,14F00050003087,14F00050003087,2500 FAIRBURN RD SW, ,0, 14F00050003087,0,3087, ,14F000500030874,SERVICE STATION WITH BAYS 333,P,Ben Hill Pines,14F00050003087,C,photos\44\101207\img_rpt-octaveceo_at_yahoo_dot_com-2012-2-3-11-34-34_1.jpg,Good,Good,Yes,N
82787,83713,2010,3657 M L KING JR DR SW,14F00140001035,14F001400010354,14F-0014-0001-035-4,05S,WATSON FLORENCE R, ,12850 SIMMONS RD,HAMPTON GA 30228, , ,348,C503,C3,C,600000,240000,142840,97160, ,0,0,1964, ,2010,6,0, ,35,20101028,14F00140001035,14F00140001035,3657 M L KING JR DR SW, ,0, 14F00140001035,0,1035, ,14F001400010354,CONVENIENCE FOOD MARKET 348,H,Adamsville,14F00140001035,C,photos\91\84647\img_rpt-shandrarjones_at_gmail_dot_com-2012-1-26-13-37-41_1.jpg,Good,Good,Yes,N
82831,83715,2010,3660 M L KING JR DR SW,14F00140001044,14F001400010446,14F-0014-0001-044-6,5,PRIME FUEL LLC, ,3660 MARTIN LUTHER KING JR DR SW,ATLANTA GA 30331, , ,348,C503,C3,C,527300,210920,57920,153000, ,0,0,1968, ,2010,6,0, ,44,20101028,14F00140001044,14F00140001044,3660 M L KING JR DR SW, ,0, 14F00140001044,0,1044, ,14F001400010446,CONVENIENCE FOOD MARKET 348,H,Adamsville,14F00140001044,C,photos\86\86155\img_rpt-taylortabatha_at_bellsouth_dot_net-2012-1-26-13-38-3_1.jpg,Good,Good,Yes,N
83800,83374,2010,490 FAIRBURN RD SW,14F0012  LL025,14F0012  LL0259,14F-0012-  LL-025-9,5,DONGOR CORP, ,P O BOX 6657,ATLANTA GA 30315, , ,348,C504,C3,C,1134200,453680,148880,304800, ,0,0,2003, ,2010,6,0, ,25,20101028,14F0012  LL025,14F0012LL025,490 FAIRBURN RD SW, ,0, 14F0012  LL025,0,L025, ,14F0012  LL0259,CONVENIENCE FOOD MARKET 348,H,Fairburn Mays,14F0012LL025,C,photos\44\50306\img_rpt-octaveceo_at_yahoo_dot_com-2012-1-6-14-11-52_1.jpg,Good,Good,Yes,N
87242,87190,2010,4472 CAMPBELLTON RD SW,14F0043  LL054,14F0043  LL0542,14F-0043-  LL-054-2,5,TEENEZ & DC LLC, ,6210 POPLAR TREE,LOUISVILLE KY 40230 1091, , ,348,C505,C3,C,286500,114600,56800,57800, ,0,0,1965, ,2010,6,0, ,54,20101028,14F0043  LL054,14F0043LL054,4472 CAMPBELLTON RD SW, ,0, 14F0043  LL054,0,L054, ,14F0043  LL0542,CONVENIENCE FOOD MARKET 348,P,Elmco Estates,14F0043LL054,C,photos\124\178784\img_rpt-allensr_at_tapinspect_dot_com-2012-5-22-9-57-29_1.jpg,Good,Good,Yes,N
87292,87201,2010,4454 CAMPBELLTON RD SW,14F0043  LL074,14F0043  LL0740,14F-0043-  LL-074-0,5,COLEY LAWRENCE & RUBY A, ,3465 RAVENSWOOD DR,ATLANTA GA 30349, , ,323,C505,C3,C,285700,114280,16280,98000, ,0,0,1997, ,2010,6,0, ,74,20101028,14F0043  LL074,14F0043LL074,4454 CAMPBELLTON RD SW, ,0, 14F0043  LL074,0,L074, ,14F0043  LL0740,FOOD STANDS 323,P,Elmco Estates,14F0043LL074,C,photos\124\177770\img_rpt-allensr_at_tapinspect_dot_com-2012-5-20-10-56-34_1.jpg,Poor,Fair,No,N
87294,87203,2010,2176 COUNTY LINE RD SW,14F0043  LL078,14F0043  LL0781,14F-0043-  LL-078-1,5,MUBARAK ENTERPRISES INC, ,5320 COUNTRY LAKE CT,LILBURN GA 30047, , ,348,C505,C3,C,190700,76280,14360,61920, ,0,0,1967, ,2010,6,0, ,78,20101028,14F0043  LL078,14F0043LL078,2176 COUNTY LINE RD SW, ,0, 14F0043  LL078,0,L078, ,14F0043  LL0781,CONVENIENCE FOOD MARKET 348,P,Elmco Estates,14F0043LL078,C,photos\86\104469\img_rpt-taylortabatha_at_bellsouth_dot_net-2012-2-7-10-46-39_1.jpg,Fair,Fair,No,N
89189,89314,2010,4511 CAMPBELLTON RD SW,14F0065  LL083,14F0065  LL0834,14F-0065-  LL-083-4,5,SIGNATURE REAL ESTATE, ,80 SENOIA CT,SENOIA GA 30276, , ,348,C505,C3,C,1094600,437840,272560,165280, ,0,0,1999, ,2010,6,0, ,83,20101028,14F0065  LL083,14F0065LL083,4511 CAMPBELLTON RD SW, ,0, 14F0065  LL083,0,L083, ,14F0065  LL0834,CONVENIENCE FOOD MARKET 348,P,P1,14F0065LL083,C,photos\83\138956\img_rpt-willc0427_at_gmail_dot_com-2012-3-21-17-37-2_1.jpg,Fair,Fair,Yes,N
91932,90636,2010,1043 VIRGINIA AVE NE,17 00010008062,17 000100080625,17 -0001-0008-062-5,5,HERRINGTON HOLDINGS I LLC, ,995 N HIGHLAND AVE APT 3,ATLANTA GA 30306, , ,333,CA01,C3,C,303000,121200,22520,98680, ,0,0,1967, ,2010,6,0, ,62,20101028,17 00010008062,1.70E+12,1043 VIRGINIA AVE NE, ,0, 17 00010008062,0,8062, ,17 000100080625,SERVICE STATION WITH BAYS 333,F,Virginia Highland,1.70E+12,C,photos\33\134070\img_rpt-juliamhayes_at_bellsouth_dot_net-2012-3-6-13-13-9_1.jpg, , , , 
91979,90635,2010,1023 NORTH HIGHLAND AVE,17 00010008061,17 000100080617,17 -0001-0008-061-7,5,INDORE C STORES INC, ,1000 MAIN ST STE D,STONE MOUNTAIN GA 30083, , ,348,CA01,C3,C,1431300,572520,266400,306120, ,0,0,1979, ,2010,6,0, ,61,20101028,17 00010008061,1.70E+12,1023 NORTH HIGHLAND AVE, ,0, 17 00010008061,0,8061, ,17 000100080617,CONVENIENCE FOOD MARKET 348,F,Virginia Highland,1.70E+12,C,photos\123\148645\img_rpt-shandra_at_tapinspect_dot_com-2012-4-9-11-30-21_1.jpg,Fair,No Structure,Yes,N
92141,92283,2010,2319 CHESHIRE BRIDGE RD,17 0005  LL046,17 0005  LL0463,17 -0005-  LL-046-3,5,GAINES FRANCES C, ,3060 PHARR CT NW # 202,ATLANTA GA 30305, , ,348,C003,C3,C,700000,280000,68080,211920, ,0,0,1955, ,2010,6,0, ,46,20101028,17 0005  LL046,170005LL046,2319 CHESHIRE BRIDGE RD, ,0, 17 0005  LL046,0,L046, ,17 0005  LL0463,CONVENIENCE FOOD MARKET 348,F,Lindridge/Martin Manor,170005LL046,C,0, , , , 
